"Player","Season","Team","Position","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","PENT/60","PEND/60","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO"
"JOSH.BAILEY","2017-2018","NYI","C",50,682.75,643,727,-84,46.93,56.51,63.89,463,566,-103,45,40.69,49.74,341,409,-68,45.47,29.97,35.94,36,32,4,52.94,3.16,2.81,27.49,33.95,-6.46,44.74,2.42,2.98,36,35,-1,3.16,3.08,10.56,92.18,7.78,94.35,5.94,94,1.84,0.34,102.73,99.94,2.79
"JOSH.GORGES","2017-2018","BUF","D",23,292.22,215,272,-57,44.15,44.14,55.85,163,212,-49,43.47,33.47,43.53,113,161,-48,41.24,23.2,33.06,8,12,-4,40,1.64,2.46,7.31,9.39,-2.08,43.77,1.5,1.93,20,19,-1,4.11,3.9,7.08,92.55,4.91,94.34,4.48,95.57,0.42,-1.23,99.63,100.06,-0.43
"JOSH.JOORIS","2017-2018","CAR","R",30,284.4,273,264,9,50.84,57.59,55.7,203,197,6,50.75,42.83,41.56,150,129,21,53.76,31.65,27.22,7,11,-4,38.89,1.48,2.32,10.46,11.19,-0.73,48.31,2.21,2.36,13,18,5,2.74,3.8,4.67,91.47,3.45,94.42,5.15,94.32,-1.7,0.1,96.14,99.47,-3.33
"JOSH.LEIVO","2017-2018","TOR","L",12,101.87,88,95,-7,48.09,51.83,55.95,72,73,-1,49.66,42.41,43,54,46,8,54,31.81,27.09,4,2,2,66.67,2.36,1.18,3.17,3.63,-0.46,46.62,1.87,2.14,5,5,0,2.94,2.94,7.41,95.65,5.56,97.26,4.4,95.03,1.15,2.23,103.06,99.43,3.63
"JOSH.MANSON","2017-2018","ANA","D",54,911.62,860,812,48,51.44,56.6,53.44,659,604,55,52.18,43.37,39.75,479,438,41,52.24,31.53,28.83,47,28,19,62.67,3.09,1.84,38.51,33.87,4.64,53.21,2.53,2.23,68,48,-20,4.48,3.16,9.81,93.61,7.13,95.36,5.84,94.39,1.29,0.97,103.42,100.24,3.18
"JOSH.MORRISSEY","2017-2018","WPG","D",53,889.6,897,863,34,50.97,60.5,58.21,678,615,63,52.44,45.73,41.48,507,451,56,52.92,34.2,30.42,43,37,6,53.75,2.9,2.5,37.69,31.01,6.68,54.86,2.54,2.09,54,50,-4,3.64,3.37,8.48,91.8,6.34,93.98,5.56,94.96,0.78,-0.97,100.28,100.52,-0.24
"JOSHUA.HO-SANG","2017-2018","NYI","C",22,256.73,222,247,-25,47.33,51.88,57.73,168,188,-20,47.19,39.26,43.94,125,138,-13,47.53,29.21,32.25,12,15,-3,44.44,2.8,3.51,8.52,11.54,-3.02,42.47,1.99,2.7,13,18,5,3.04,4.21,9.6,89.13,7.14,92.02,5.07,93.86,2.07,-1.84,98.73,98.93,-0.2
"J.T..BROWN","2017-2018","T.B/ANA","R",34,317.78,299,274,25,52.18,56.45,51.73,241,203,38,54.28,45.5,38.33,172,132,40,56.58,32.48,24.92,8,9,-1,47.06,1.51,1.7,11.88,8.58,3.3,58.06,2.24,1.62,28,19,-9,5.29,3.59,4.65,93.18,3.32,95.57,4.93,95.77,-1.61,-0.21,97.83,100.7,-2.87
"J.T..COMPHER","2017-2018","COL","L",38,446.52,399,422,-23,48.6,53.61,56.71,289,318,-29,47.61,38.83,42.73,221,227,-6,49.33,29.7,30.5,11,16,-5,40.74,1.48,2.15,12.66,16.41,-3.75,43.55,1.7,2.21,26,34,8,3.49,4.57,4.98,92.95,3.81,94.97,4.38,94.84,-0.57,0.13,97.93,99.22,-1.29
"J.T..MILLER","2017-2018","NYR","C",53,711.25,636,765,-129,45.4,53.65,64.53,494,575,-81,46.21,41.67,48.51,372,430,-58,46.38,31.38,36.27,34,27,7,55.74,2.87,2.28,31,34.27,-3.27,47.5,2.62,2.89,44,40,-4,3.71,3.37,9.14,93.72,6.88,95.3,6.28,94.04,0.61,1.26,102.86,100.32,2.55
"JUJHAR.KHAIRA","2017-2018","EDM","L",38,417.55,401,334,67,54.56,57.62,47.99,292,250,42,53.87,41.96,35.92,205,176,29,53.81,29.46,25.29,16,21,-5,43.24,2.3,3.02,15.58,14.71,0.87,51.44,2.24,2.11,29,19,-10,4.17,2.73,7.8,88.07,5.48,91.6,5.34,94.12,0.14,-2.52,95.87,99.45,-3.58
"JULIUS.HONKA","2017-2018","DAL","D",28,329.93,332,269,63,55.24,60.38,48.92,243,189,54,56.25,44.19,34.37,177,130,47,57.65,32.19,23.64,12,7,5,63.16,2.18,1.27,13.86,10.47,3.39,56.97,2.52,1.9,13,17,4,2.36,3.09,6.78,94.62,4.94,96.3,5.7,94.46,-0.77,1.84,101.4,100.16,1.23
"JUSSI.JOKINEN","2017-2018","EDM/L.A/CBJ","L",38,369.65,361,355,6,50.42,58.6,57.62,260,250,10,50.98,42.2,40.58,186,171,15,52.1,30.19,27.76,7,11,-4,38.89,1.14,1.79,14.23,12.63,1.6,52.98,2.31,2.05,20,21,1,3.25,3.41,3.76,93.57,2.69,95.6,5.47,94.95,-2.78,0.65,97.33,100.42,-3.09
"JUSTIN.ABDELKADER","2017-2018","DET","L",43,539.58,488,505,-17,49.14,54.26,56.15,375,384,-9,49.41,41.7,42.7,258,297,-39,46.49,28.69,33.03,20,22,-2,47.62,2.22,2.45,20.72,22.27,-1.55,48.2,2.3,2.48,32,31,-1,3.56,3.45,7.75,92.59,5.33,94.27,5.53,94.2,-0.19,0.07,100.34,99.73,0.62
"JUSTIN.BAILEY","2017-2018","BUF","R",7,72.57,55,69,-14,44.35,45.47,57.05,44,56,-12,44,36.38,46.3,32,43,-11,42.67,26.46,35.55,3,5,-2,37.5,2.48,4.13,2.68,2.59,0.09,50.85,2.22,2.14,4,5,1,3.31,4.13,9.38,88.37,6.82,91.07,6.09,95.38,0.73,-4.3,97.75,101.47,-3.72
"JUSTIN.BRAUN","2017-2018","S.J","D",52,902.42,785,917,-132,46.12,52.19,60.97,574,624,-50,47.91,38.16,41.49,410,439,-29,48.29,27.26,29.19,32,36,-4,47.06,2.13,2.39,35.8,38.99,-3.19,47.87,2.38,2.59,48,53,5,3.19,3.52,7.8,91.8,5.57,94.23,6.24,93.75,-0.66,0.48,99.6,99.99,-0.38
"JUSTIN.FALK","2017-2018","BUF","D",27,396.07,264,385,-121,40.68,39.99,58.32,191,287,-96,39.96,28.93,43.48,146,214,-68,40.56,22.12,32.42,11,20,-9,35.48,1.67,3.03,10.3,14.95,-4.65,40.79,1.56,2.26,20,20,0,3.03,3.03,7.53,90.65,5.76,93.03,5.39,94.79,0.37,-1.76,98.19,100.18,-2
"JUSTIN.FAULK","2017-2018","CAR","D",53,941.8,1003,861,142,53.81,63.9,54.85,719,660,59,52.14,45.81,42.05,517,467,50,52.54,32.94,29.75,33,41,-8,44.59,2.1,2.61,41.14,37.19,3.95,52.52,2.62,2.37,45,62,17,2.87,3.95,6.38,91.22,4.59,93.79,5.72,94.37,-1.13,-0.58,97.6,100.09,-2.48
"JUSTIN.SCHULTZ","2017-2018","PIT","D",37,582.35,574,587,-13,49.44,59.14,60.48,420,410,10,50.6,43.27,42.24,315,311,4,50.32,32.45,32.04,26,23,3,53.06,2.68,2.37,25.53,23.78,1.75,51.77,2.63,2.45,49,58,9,5.05,5.98,8.25,92.6,6.19,94.39,6.08,94.2,0.11,0.19,100.86,100.28,0.58
"JUSTIN.WILLIAMS","2017-2018","CAR","R",53,745.87,820,634,186,56.4,65.96,51,588,486,102,54.75,47.3,39.1,390,352,38,52.56,31.37,28.32,28,28,0,50,2.25,2.25,34.49,26.35,8.14,56.69,2.77,2.12,40,54,14,3.22,4.34,7.18,92.05,4.76,94.24,5.87,94.58,-1.1,-0.34,99.22,100.44,-1.22
"KAILER.YAMAMOTO","2017-2018","EDM","R",9,116.02,148,99,49,59.92,76.54,51.2,98,65,33,60.12,50.68,33.61,72,53,19,57.6,37.23,27.41,1,4,-3,20,0.52,2.07,6.27,3.74,2.53,62.64,3.24,1.93,3,6,3,1.55,3.1,1.39,92.45,1.02,93.85,6.4,94.25,-5.38,-0.4,93.84,100.64,-6.8
"KALLE.KOSSILA","2017-2018","ANA","C",10,88.43,72,70,2,50.7,48.85,47.5,56,53,3,51.38,38,35.96,37,34,3,52.11,25.1,23.07,2,6,-4,25,1.36,4.07,3.09,3.96,-0.87,43.83,2.1,2.69,4,3,-1,2.71,2.04,5.41,82.35,3.57,88.68,5.52,92.53,-1.95,-3.85,87.76,98.05,-10.29
"KARL.ALZNER","2017-2018","MTL","D",53,892.28,864,829,35,51.03,58.1,55.74,611,602,9,50.37,41.09,40.48,467,431,36,52,31.4,28.98,34,37,-3,47.89,2.29,2.49,34.26,32.1,2.16,51.63,2.3,2.16,60,56,-4,4.03,3.77,7.28,91.42,5.56,93.85,5.61,94.67,-0.04,-0.81,98.7,100.27,-1.58
"KASPERI.KAPANEN","2017-2018","TOR","R",12,121.78,115,120,-5,48.94,56.66,59.12,89,89,0,50,43.85,43.85,66,56,10,54.1,32.52,27.59,4,3,1,57.14,1.97,1.48,5.58,4.33,1.25,56.31,2.75,2.13,8,3,-5,3.94,1.48,6.06,94.64,4.49,96.63,6.27,95.13,-1.78,1.49,100.7,101.4,-0.7
"KEITH.YANDLE","2017-2018","FLA","D",50,861.02,820,887,-67,48.04,57.14,61.81,638,696,-58,47.83,44.46,48.5,454,510,-56,47.1,31.64,35.54,35,35,0,50,2.44,2.44,31.75,36.43,-4.68,46.57,2.21,2.54,49,53,4,3.41,3.69,7.71,93.14,5.49,94.97,4.98,94.77,0.51,0.21,100.85,99.74,1.1
"KEVAN.MILLER","2017-2018","BOS","D",44,692.65,652,569,83,53.4,56.48,49.29,492,421,71,53.89,42.62,36.47,361,292,69,55.28,31.27,25.29,25,21,4,54.35,2.17,1.82,25.07,21.94,3.13,53.33,2.17,1.9,45,41,-4,3.9,3.55,6.93,92.81,5.08,95.01,5.1,94.79,-0.01,0.22,99.73,99.88,-0.15
"KEVIN.BIEKSA","2017-2018","ANA","D",48,729.78,627,771,-144,44.85,51.55,63.39,471,587,-116,44.52,38.72,48.26,328,397,-69,45.24,26.97,32.64,13,27,-14,32.5,1.07,2.22,27.73,33.65,-5.92,45.18,2.28,2.77,69,54,-15,5.67,4.44,3.96,93.2,2.76,95.4,5.89,94.27,-3.13,1.13,97.16,100.15,-2.99
"KEVIN.CONNAUTON","2017-2018","ARI","D",44,586.37,532,627,-95,45.9,54.44,64.16,367,484,-117,43.13,37.55,49.53,246,328,-82,42.86,25.17,33.56,17,24,-7,41.46,1.74,2.46,16.84,25.02,-8.18,40.23,1.72,2.56,23,29,6,2.35,2.97,6.91,92.68,4.63,95.04,4.59,94.83,0.04,0.21,99.59,99.42,0.17
"KEVIN.FIALA","2017-2018","NSH","L",50,628.63,686,577,109,54.32,65.48,55.07,510,423,87,54.66,48.68,40.37,357,306,51,53.85,34.07,29.21,29,18,11,61.7,2.77,1.72,28.13,23.02,5.11,55,2.68,2.2,44,39,-5,4.2,3.72,8.12,94.12,5.69,95.74,5.52,94.56,0.17,1.19,102.24,100.07,2.17
"KEVIN.GRAVEL","2017-2018","L.A","D",13,172.78,169,163,6,50.9,58.69,56.6,123,119,4,50.83,42.71,41.32,91,87,4,51.12,31.6,30.21,6,7,-1,46.15,2.08,2.43,6.6,6.87,-0.27,49,2.29,2.39,12,11,-1,4.17,3.82,6.59,91.95,4.88,94.12,5.37,94.23,-0.49,-0.11,98.55,99.59,-1.05
"KEVIN.HAYES","2017-2018","NYR","R",47,624.43,564,648,-84,46.53,54.19,62.26,431,479,-48,47.36,41.41,46.03,326,352,-26,48.08,31.32,33.82,26,26,0,50,2.5,2.5,29.45,28.47,0.98,50.85,2.83,2.74,27,37,10,2.59,3.56,7.98,92.61,6.03,94.57,6.83,94.06,-0.8,0.52,100.59,100.89,-0.3
"KEVIN.LABANC","2017-2018","S.J","R",47,550.43,625,504,121,55.36,68.13,54.94,453,359,94,55.79,49.38,39.13,310,249,61,55.46,33.79,27.14,20,22,-2,47.62,2.18,2.4,24.34,20.44,3.9,54.35,2.65,2.23,34,37,3,3.71,4.03,6.45,91.16,4.42,93.87,5.37,94.31,-0.96,-0.43,97.62,99.68,-2.06
"KEVIN.ROY","2017-2018","ANA","C",25,300.78,241,308,-67,43.9,48.08,61.44,178,238,-60,42.79,35.51,47.48,119,156,-37,43.27,23.74,31.12,10,8,2,55.56,1.99,1.6,10.57,13.69,-3.12,43.57,2.11,2.73,25,16,-9,4.99,3.19,8.4,94.87,5.62,96.64,5.94,94.25,-0.32,2.39,103.28,100.19,3.09
"KEVIN.SHATTENKIRK","2017-2018","NYR","D",46,741.27,651,740,-89,46.8,52.69,59.9,493,557,-64,46.95,39.9,45.08,366,402,-36,47.66,29.62,32.54,25,36,-11,40.98,2.02,2.91,28.74,33.68,-4.94,46.04,2.33,2.73,59,38,-21,4.78,3.08,6.83,91.04,5.07,93.54,5.83,93.95,-0.76,-0.42,97.88,99.78,-1.91
"KLAS.DAHLBECK","2017-2018","CAR","D",17,232.87,219,240,-21,47.71,56.43,61.84,156,177,-21,46.85,40.19,45.6,116,134,-18,46.4,29.89,34.53,9,10,-1,47.37,2.32,2.58,9.02,9.37,-0.35,49.05,2.32,2.41,14,19,5,3.61,4.9,7.76,92.54,5.77,94.35,5.78,94.71,-0.01,-0.36,100.3,100.49,-0.19
"KORBINIAN.HOLZER","2017-2018","ANA","D",13,136.8,105,124,-19,45.85,46.05,54.39,85,92,-7,48.02,37.28,40.35,66,63,3,51.16,28.95,27.63,4,6,-2,40,1.75,2.63,5.53,4.78,0.75,53.64,2.43,2.1,18,6,-12,7.89,2.63,6.06,90.48,4.71,93.48,6.51,94.8,-1.8,-1.33,96.54,101.31,-4.77
"KRIS.LETANG","2017-2018","PIT","D",51,894.77,946,781,165,54.78,63.44,52.37,724,584,140,55.35,48.55,39.16,519,426,93,54.92,34.8,28.57,28,50,-22,35.9,1.88,3.35,41.05,34.09,6.96,54.63,2.75,2.29,70,60,-10,4.69,4.02,5.39,88.26,3.87,91.44,5.67,94.16,-1.8,-2.72,93.66,99.83,-6.17
"KRIS.RUSSELL","2017-2018","EDM","D",51,802.18,777,799,-22,49.3,58.12,59.76,572,548,24,51.07,42.78,40.99,414,402,12,50.74,30.97,30.07,29,35,-6,45.31,2.17,2.62,33.36,32.48,0.88,50.67,2.5,2.43,50,46,-4,3.74,3.44,7,91.29,5.07,93.61,5.83,94.07,-0.76,-0.46,98.3,99.91,-1.61
"KRIS.VERSTEEG","2017-2018","CGY","R",22,209.13,190,220,-30,46.34,54.51,63.12,137,160,-23,46.13,39.31,45.9,95,116,-21,45.02,27.26,33.28,3,4,-1,42.86,0.86,1.15,5.79,7.62,-1.83,43.18,1.66,2.19,17,10,-7,4.88,2.87,3.16,96.55,2.19,97.5,4.23,95.24,-2.04,2.26,99.71,99.46,0.25
"KURTIS.MACDERMID","2017-2018","L.A","D",34,371.98,303,391,-88,43.66,48.87,63.07,224,308,-84,42.11,36.13,49.68,163,209,-46,43.82,26.29,33.71,11,13,-2,45.83,1.77,2.1,11.45,18.9,-7.45,37.73,1.85,3.05,31,23,-8,5,3.71,6.75,93.78,4.91,95.78,5.11,93.86,-0.2,1.92,100.53,98.98,1.55
"KYLE.BRODZIAK","2017-2018","STL","C",53,545.12,483,542,-59,47.12,53.16,59.66,372,377,-5,49.67,40.95,41.5,289,273,16,51.42,31.81,30.05,22,17,5,56.41,2.42,1.87,20.27,18.15,2.12,52.76,2.23,2,45,36,-9,4.95,3.96,7.61,93.77,5.91,95.49,5.45,95.19,0.47,0.31,101.39,100.63,0.75
"KYLE.CLIFFORD","2017-2018","L.A","L",21,208.33,203,169,34,54.57,58.46,48.67,152,127,25,54.48,43.78,36.58,110,96,14,53.4,31.68,27.65,4,9,-5,30.77,1.15,2.59,8.42,7.53,0.89,52.79,2.42,2.17,23,16,-7,6.62,4.61,3.64,90.62,2.63,92.91,5.54,94.07,-2.91,-1.16,94.26,99.61,-5.35
"KYLE.CONNOR","2017-2018","WPG","L",47,639.45,576,659,-83,46.64,54.05,61.83,437,482,-45,47.55,41,45.23,334,355,-21,48.48,31.34,33.31,30,23,7,56.6,2.81,2.16,24.75,27.4,-2.65,47.46,2.32,2.57,46,30,-16,4.32,2.81,8.98,93.52,6.86,95.23,5.66,94.32,1.2,0.91,102.5,99.98,2.52
"KYLE.CRISCUOLO","2017-2018","BUF","C",8,63.58,52,58,-6,47.27,49.07,54.73,42,41,1,50.6,39.64,38.69,34,31,3,52.31,32.09,29.25,0,4,-4,0,0,3.77,1.71,1.31,0.4,56.62,1.61,1.24,6,3,-3,5.66,2.83,0,87.1,0,90.24,4.07,96.8,-4.07,-6.56,87.1,100.88,-13.78
"KYLE.OKPOSO","2017-2018","BUF","R",50,664.08,581,611,-30,48.74,52.49,55.2,423,475,-52,47.1,38.22,42.92,315,347,-32,47.58,28.46,31.35,24,29,-5,45.28,2.17,2.62,19.69,24.42,-4.73,44.64,1.78,2.21,32,44,12,2.89,3.98,7.62,91.64,5.67,93.89,4.65,94.86,1.02,-0.96,99.26,99.51,-0.25
"KYLE.PALMIERI","2017-2018","N.J","C",32,406.12,391,384,7,50.45,57.77,56.73,305,277,28,52.41,45.06,40.92,211,204,7,50.84,31.17,30.14,12,18,-6,40,1.77,2.66,17.57,18.71,-1.14,48.43,2.6,2.76,30,28,-2,4.43,4.14,5.69,91.18,3.93,93.5,5.76,93.25,-1.83,0.26,96.86,99.01,-2.14
"KYLE.QUINCEY","2017-2018","MIN","D",18,209.27,155,223,-68,41.01,44.44,63.94,121,171,-50,41.44,34.69,49.03,88,127,-39,40.93,25.23,36.41,5,12,-7,29.41,1.43,3.44,8.12,9.23,-1.11,46.8,2.33,2.65,23,11,-12,6.59,3.15,5.68,90.55,4.13,92.98,6.71,94.6,-2.58,-1.62,96.23,101.31,-5.08
"KYLE.TURRIS","2017-2018","OTT/NSH","C",47,649.53,668,637,31,51.19,61.71,58.84,513,466,47,52.4,47.39,43.05,366,365,1,50.07,33.81,33.72,28,22,6,56,2.59,2.03,28.95,24.41,4.54,54.25,2.67,2.25,34,48,14,3.14,4.43,7.65,93.97,5.46,95.28,5.64,94.76,-0.19,0.52,101.62,100.41,1.22
"LANCE.BOUMA","2017-2018","CHI","L",47,439.98,393,412,-19,48.82,53.59,56.18,288,290,-2,49.83,39.27,39.55,212,217,-5,49.42,28.91,29.59,15,14,1,51.72,2.05,1.91,16.23,14.66,1.57,52.54,2.21,2,39,43,4,5.32,5.86,7.08,93.55,5.21,95.17,5.64,94.94,-0.43,0.23,100.62,100.58,0.04
"LARS.ELLER","2017-2018","WSH","C",51,591,569,559,10,50.44,57.77,56.75,395,434,-39,47.65,40.1,44.06,267,307,-40,46.52,27.11,31.17,25,26,-1,49.02,2.54,2.64,21.03,27.75,-6.72,43.11,2.14,2.82,40,31,-9,4.06,3.15,9.36,91.53,6.33,94.01,5.32,93.61,1.01,0.4,100.89,98.93,1.96
"LAWSON.CROUSE","2017-2018","ARI","L",11,111.98,102,111,-9,47.89,54.65,59.47,73,82,-9,47.1,39.11,43.94,53,54,-1,49.53,28.4,28.93,2,8,-6,20,1.07,4.29,3.62,4.83,-1.21,42.84,1.94,2.59,4,8,4,2.14,4.29,3.77,85.19,2.74,90.24,4.96,94.11,-2.22,-3.87,88.96,99.07,-10.11
"LEE.STEMPNIAK","2017-2018","CAR","R",10,140.32,134,125,9,51.74,57.3,53.45,91,99,-8,47.89,38.91,42.33,66,64,2,50.77,28.22,27.37,4,7,-3,36.36,1.71,2.99,5.27,4.31,0.96,55.01,2.25,1.84,8,8,0,3.42,3.42,6.06,89.06,4.4,92.93,5.79,95.65,-1.4,-2.72,95.12,101.44,-6.31
"LEO.KOMAROV","2017-2018","TOR","C",55,695.07,621,757,-136,45.07,53.61,65.35,467,575,-108,44.82,40.31,49.64,329,373,-44,46.87,28.4,32.2,20,24,-4,45.45,1.73,2.07,27.57,30.56,-2.99,47.43,2.38,2.64,42,32,-10,3.63,2.76,6.08,93.57,4.28,95.83,5.9,94.69,-1.62,1.14,99.64,100.59,-0.94
"LEON.DRAISAITL","2017-2018","EDM","C",47,669.12,721,614,107,54.01,64.65,55.06,554,450,104,55.18,49.68,40.35,396,321,75,55.23,35.51,28.78,39,27,12,59.09,3.5,2.42,32.27,27.93,4.34,53.6,2.89,2.5,42,42,0,3.77,3.77,9.85,91.59,7.04,94,5.82,93.79,1.21,0.21,101.44,99.62,1.82
"LOGAN.COUTURE","2017-2018","S.J","C",48,591.48,622,591,31,51.28,63.1,59.95,451,403,48,52.81,45.75,40.88,302,292,10,50.84,30.64,29.62,25,28,-3,47.17,2.54,2.84,26.77,24.34,2.43,52.38,2.72,2.47,28,29,1,2.84,2.94,8.28,90.41,5.54,93.05,5.94,93.96,-0.39,-0.91,98.69,99.9,-1.21
"LOGAN.SHAW","2017-2018","ANA/MTL","R",49,451.83,381,451,-70,45.79,50.59,59.89,290,328,-38,46.93,38.51,43.56,207,217,-10,48.82,27.49,28.82,13,16,-3,44.83,1.73,2.12,16.17,18.61,-2.44,46.49,2.15,2.47,40,30,-10,5.31,3.98,6.28,92.63,4.48,95.12,5.58,94.33,-1.09,0.8,98.91,99.9,-1
"LOUI.ERIKSSON","2017-2018","VAN","L",40,485.95,442,451,-9,49.5,54.57,55.68,330,353,-23,48.32,40.74,43.58,245,269,-24,47.67,30.25,33.21,16,21,-5,43.24,1.98,2.59,19.01,20.28,-1.27,48.38,2.35,2.5,18,31,13,2.22,3.83,6.53,92.19,4.85,94.05,5.76,94.25,-0.91,-0.2,98.72,100.02,-1.29
"LUCA.SBISA","2017-2018","VGK","D",24,378.52,333,426,-93,43.87,52.78,67.53,254,313,-59,44.8,40.26,49.61,180,220,-40,45,28.53,34.87,15,13,2,53.57,2.38,2.06,15.3,15.85,-0.55,49.12,2.43,2.51,14,28,14,2.22,4.44,8.33,94.09,5.91,95.85,6.02,94.94,-0.12,0.91,102.42,100.96,1.46
"LUKAS.SEDLAK","2017-2018","CBJ","C",39,354.02,296,314,-18,48.52,50.17,53.22,231,234,-3,49.68,39.15,39.66,167,171,-4,49.41,28.3,28.98,12,15,-3,44.44,2.03,2.54,11.27,12.97,-1.7,46.49,1.91,2.2,19,22,3,3.22,3.73,7.19,91.23,5.19,93.59,4.88,94.46,0.32,-0.87,98.41,99.34,-0.92
"LUKE.GLENDENING","2017-2018","DET","C",38,404.2,334,362,-28,47.99,49.58,53.74,274,255,19,51.8,40.67,37.85,186,179,7,50.96,27.61,26.57,10,16,-6,38.46,1.48,2.38,14.89,13.8,1.09,51.9,2.21,2.05,24,25,1,3.56,3.71,5.38,91.06,3.65,93.73,5.43,94.59,-1.78,-0.86,96.44,100.02,-3.58
"LUKE.KUNIN","2017-2018","MIN","C",17,203.92,172,177,-5,49.28,50.61,52.08,129,136,-7,48.68,37.96,40.02,95,110,-15,46.34,27.95,32.37,3,4,-1,42.86,0.88,1.18,4.97,6.55,-1.58,43.14,1.46,1.93,12,11,-1,3.53,3.24,3.16,96.36,2.33,97.06,3.85,95.18,-1.53,1.88,99.52,99.04,0.48
"LUKE.SCHENN","2017-2018","ARI","D",50,689.3,641,741,-100,46.38,55.8,64.5,455,551,-96,45.23,39.61,47.96,316,379,-63,45.47,27.51,32.99,13,25,-12,34.21,1.13,2.18,22.14,27.46,-5.32,44.64,1.93,2.39,32,35,3,2.79,3.05,4.11,93.4,2.86,95.46,4.87,95.02,-2.01,0.45,97.52,99.88,-2.36
"LUKE.WITKOWSKI","2017-2018","DET","R",19,115.4,92,108,-16,46,47.83,56.15,68,84,-16,44.74,35.36,43.67,48,62,-14,43.64,24.96,32.24,3,3,0,50,1.56,1.56,3.34,3.51,-0.17,48.76,1.74,1.82,17,14,-3,8.84,7.28,6.25,95.16,4.41,96.43,4.91,95.82,-0.5,0.61,101.41,100.73,0.68
"MACKENZIE.WEEGAR","2017-2018","FLA","D",33,435.68,424,391,33,52.02,58.39,53.85,316,288,28,52.32,43.52,39.66,238,214,24,52.65,32.78,29.47,12,12,0,50,1.65,1.65,16.12,16.13,-0.01,49.98,2.22,2.22,32,27,-5,4.41,3.72,5.04,94.39,3.8,95.83,5.1,94.4,-1.3,1.43,99.43,99.5,-0.07
"MADISON.BOWEY","2017-2018","WSH","D",44,576.22,489,561,-72,46.57,50.92,58.42,350,429,-79,44.93,36.44,44.67,245,300,-55,44.95,25.51,31.24,17,19,-2,47.22,1.77,1.98,18.07,26.04,-7.97,40.97,1.88,2.71,46,37,-9,4.79,3.85,6.94,93.67,4.86,95.57,5.16,93.93,-0.31,1.64,100.61,99.09,1.51
"MAGNUS.PAAJARVI","2017-2018","STL/OTT","L",48,473.32,406,477,-71,45.98,51.47,60.47,315,342,-27,47.95,39.93,43.35,224,250,-26,47.26,28.4,31.69,6,9,-3,40,0.76,1.14,15.75,15.73,0.02,50.03,2,1.99,27,30,3,3.42,3.8,2.68,96.4,1.9,97.37,5,95.4,-3.1,1.97,99.08,100.4,-1.32
"MARC-EDOUARD.VLASIC","2017-2018","S.J","D",51,861.23,784,855,-71,47.83,54.62,59.57,573,585,-12,49.48,39.92,40.76,400,414,-14,49.14,27.87,28.84,32,34,-2,48.48,2.23,2.37,34.06,35.73,-1.67,48.8,2.37,2.49,43,52,9,3,3.62,8,91.79,5.58,94.19,5.94,93.89,-0.36,0.3,99.79,99.84,-0.05
"MARC.METHOT","2017-2018","DAL","D",16,264.37,246,266,-20,48.05,55.83,60.37,180,183,-3,49.59,40.85,41.53,122,137,-15,47.1,27.69,31.09,10,9,1,52.63,2.27,2.04,9.33,10.31,-0.98,47.51,2.12,2.34,19,15,-4,4.31,3.4,8.2,93.43,5.56,95.08,5.18,94.37,0.37,0.72,101.63,99.55,2.08
"MARCO.SCANDELLA","2017-2018","BUF","D",52,962.9,834,946,-112,46.85,51.97,58.95,634,727,-93,46.58,39.51,45.3,485,522,-37,48.16,30.22,32.53,24,35,-11,40.68,1.5,2.18,32.67,37.35,-4.68,46.66,2.04,2.33,53,59,6,3.3,3.68,4.95,93.3,3.79,95.19,5.15,94.86,-1.37,0.32,98.24,100.02,-1.77
"MARC.STAAL","2017-2018","NYR","D",50,729.15,619,758,-139,44.95,50.94,62.37,475,566,-91,45.63,39.09,46.57,368,415,-47,47,30.28,34.15,26,28,-2,48.15,2.14,2.3,31.28,32.86,-1.58,48.77,2.57,2.7,39,52,13,3.21,4.28,7.07,93.25,5.47,95.05,6.59,94.19,-1.11,0.86,100.32,100.78,-0.46
"MARCUS.FOLIGNO","2017-2018","MIN","L",49,528.05,428,469,-41,47.71,48.63,53.29,326,338,-12,49.1,37.04,38.41,251,243,8,50.81,28.52,27.61,21,20,1,51.22,2.39,2.27,15.88,15.51,0.37,50.59,1.8,1.76,51,37,-14,5.79,4.2,8.37,91.77,6.44,94.08,4.87,95.41,1.57,-1.33,100.14,100.28,-0.15
"MARCUS.JOHANSSON","2017-2018","N.J","L",29,355.47,313,329,-16,48.75,52.83,55.53,240,250,-10,48.98,40.51,42.2,188,186,2,50.27,31.73,31.4,13,20,-7,39.39,2.19,3.38,14.46,14.87,-0.41,49.3,2.44,2.51,15,21,6,2.53,3.54,6.91,89.25,5.42,92,6.03,94.05,-0.61,-2.05,96.16,100.08,-3.91
